surah,ayah,word_index,token_ar,root,lemma,pos
1,1,1,بِسْمِ,سمو,اسْم,N
1,1,2,ٱللَّهِ,أله,اللَّه,N
1,1,3,ٱلرَّحْمَٰنِ,رحم,رَحْمٰن,N
1,1,4,ٱلرَّحِيمِ,رحم,رَحِيم,N
1,2,1,ٱلْحَمْدُ,حمد,حَمْد,N
1,2,2,لِلَّهِ,أله,اللَّه,N
1,2,3,رَبِّ,ربب,رَبّ,N
1,2,4,ٱلْعَٰلَمِينَ,علم,عالَم,N
1,3,1,ٱلرَّحْمَٰنِ,رحم,رَحْمٰن,N
1,3,2,ٱلرَّحِيمِ,رحم,رَحِيم,N
1,4,1,مَٰلِكِ,ملك,مالِك,N
1,4,2,يَوْمِ,يوم,يَوْم,N
1,4,3,ٱلدِّينِ,دين,دِين,N
1,5,1,إِيَّاكَ,,,N
1,5,2,نَعْبُدُ,عبد,عَبَدَ,V
1,5,3,وَإِيَّاكَ,,,N
1,5,4,نَسْتَعِينُ,عون,اسْتَعِينُ,V
1,6,1,ٱهْدِنَا,هدي,هَدَى,V
1,6,2,ٱلصِّرَٰطَ,صرط,صِراط,N
1,6,3,ٱلْمُسْتَقِيمَ,قوم,مُسْتَقِيم,N
1,7,1,صِرَٰطَ,صرط,صِراط,N
1,7,2,ٱلَّذِينَ,,الَّذِي,N
1,7,3,أَنْعَمْتَ,نعم,أَنْعَمَ,V
1,7,4,عَلَيْهِمْ,,عَلَى,
1,7,5,غَيْرِ,غير,غَيْر,N
1,7,6,ٱلْمَغْضُوبِ,غضب,مَغْضُوب,N
1,7,7,عَلَيْهِمْ,,عَلَى,
1,7,8,وَلَا,,لا,
1,7,9,ٱلضَّآلِّينَ,ضلل,ضالّ,N
2,1,1,الٓمٓ,,,
2,2,1,ذَٰلِكَ,,ذا,N
2,2,2,ٱلْكِتَٰبُ,كتب,كِتاب,N
2,2,3,لَا,,لا,
2,2,4,رَيْبَ,ريب,رَيْب,N
2,2,5,فِيهِ,,فِي,
2,2,6,هُدًى,هدي,هُدًى,N
2,2,7,لِّلْمُتَّقِينَ,وقي,مُتَّقي,N
2,3,1,ٱلَّذِينَ,,الَّذِي,N
2,3,2,يُؤْمِنُونَ,أمن,آمَنَ,V
2,3,3,بِٱلْغَيْبِ,غيب,غَيْب,N
2,3,4,وَيُقِيمُونَ,قوم,أَقامَ,V
2,3,5,ٱلصَّلَوٰةَ,صلو,صَلاة,N
2,3,6,وَمِمَّا,,ما,N
2,3,7,رَزَقْنَٰهُمْ,رزق,رَزَقَ,V
2,3,8,يُنفِقُونَ,نفق,أَنفَقَ,V
2,4,1,وَٱلَّذِينَ,,الَّذِي,N
2,4,2,يُؤْمِنُونَ,أمن,آمَنَ,V
2,4,3,بِمَآ,,ما,N
2,4,4,أُنزِلَ,نزل,أَنزَلَ,V
2,4,5,إِلَيْكَ,,إِلَى,
2,4,6,وَمَآ,,ما,N
2,4,7,أُنزِلَ,نزل,أَنزَلَ,V
2,4,8,مِن,,مِن,
2,4,9,قَبْلِكَ,قبل,قَبْل,N
2,4,10,وَبِٱلْءَاخِرَةِ,أخر,آخِر,N
2,4,11,هُمْ,,,N
2,4,12,يُوقِنُونَ,يقن,يُوقِنُ,V
2,5,1,أُو۟لَٰٓئِكَ,,ذا,N
2,5,2,عَلَىٰ,,عَلَى,
2,5,3,هُدًى,هدي,هُدًى,N
2,5,4,مِّن,,مِن,
2,5,5,رَّبِّهِمْ,ربب,رَبّ,N
2,5,6,وَأُو۟لَٰٓئِكَ,,ذا,N
2,5,7,هُمُ,,,N
2,5,8,ٱلْمُفْلِحُونَ,فلح,مُفْلِح,N
2,6,1,إِنَّ,,إِنّ,
2,6,2,ٱلَّذِينَ,,الَّذِي,N
2,6,3,كَفَرُوا۟,كفر,كَفَرَ,V
2,6,4,سَوَآءٌ,سوي,سَواء,N
2,6,5,عَلَيْهِمْ,,عَلَى,
2,6,6,ءَأَنذَرْتَهُمْ,نذر,أَنذَرَ,V
2,6,7,أَمْ,,أَم,
2,6,8,لَمْ,,لَم,
2,6,9,تُنذِرْهُمْ,نذر,أَنذَرَ,V
2,6,10,لَا,,لا,
2,6,11,يُؤْمِنُونَ,أمن,آمَنَ,V
2,7,1,خَتَمَ,ختم,خَتَمَ,V
2,7,2,ٱللَّهُ,أله,اللَّه,N
2,7,3,عَلَىٰ,,عَلَى,
2,7,4,قُلُوبِهِمْ,قلب,قَلْب,N
2,7,5,وَعَلَىٰ,,عَلَى,
2,7,6,سَمْعِهِمْ,سمع,سَمْع,N
2,7,7,وَعَلَىٰٓ,,عَلَى,
2,7,8,أَبْصَٰرِهِمْ,بصر,بَصَر,N
2,7,9,غِشَٰوَةٌ,غشو,غِشاوَة,N
2,7,10,وَلَهُمْ,,,N
2,7,11,عَذَابٌ,عذب,عَذاب,N
2,7,12,عَظِيمٌ,عظم,عَظِيم,N
2,8,1,وَمِنَ,,مِن,
2,8,2,ٱلنَّاسِ,أنس,ناس,N
2,8,3,مَن,,مَن,N
2,8,4,يَقُولُ,قول,قالَ,V
2,8,5,ءَامَنَّا,أمن,آمَنَ,V
2,8,6,بِٱللَّهِ,أله,اللَّه,N
2,8,7,وَبِٱلْيَوْمِ,يوم,يَوْم,N
2,8,8,ٱلْءَاخِرِ,أخر,آخِر,N
2,8,9,وَمَا,,ما,
2,8,10,هُم,,,N
2,8,11,بِمُؤْمِنِينَ,أمن,مُؤْمِن,N
2,9,1,يُخَٰدِعُونَ,خدع,يُخادِعُ,V
2,9,2,ٱللَّهَ,أله,اللَّه,N
2,9,3,وَٱلَّذِينَ,,الَّذِي,N
2,9,4,ءَامَنُوا۟,أمن,آمَنَ,V
2,9,5,وَمَا,,ما,
2,9,6,يَخْدَعُونَ,خدع,يَخْدَعُ,V
2,9,7,إِلَّآ,,إِلّا,
2,9,8,أَنفُسَهُمْ,نفس,نَفْس,N
2,9,9,وَمَا,,ما,
2,9,10,يَشْعُرُونَ,شعر,يَشْعُرُ,V
2,10,1,فِى,,فِي,
2,10,2,قُلُوبِهِم,قلب,قَلْب,N
2,10,3,مَّرَضٌ,مرض,مَرَض,N
2,10,4,فَزَادَهُمُ,زيد,زادَ,V
2,10,5,ٱللَّهُ,أله,اللَّه,N
2,10,6,مَرَضًا,مرض,مَرَض,N
2,10,7,وَلَهُمْ,,,N
2,10,8,عَذَابٌ,عذب,عَذاب,N
2,10,9,أَلِيمٌۢ,ألم,أَلِيم,N
2,10,10,بِمَا,,ما,N
2,10,11,كَانُوا۟,كون,كانَ,V
2,10,12,يَكْذِبُونَ,كذب,كَذَبَ,V
2,11,1,وَإِذَا,,إِذا,N
2,11,2,قِيلَ,قول,قالَ,V
2,11,3,لَهُمْ,,,N
2,11,4,لَا,,لا,
2,11,5,تُفْسِدُوا۟,فسد,أَفْسَدُ,V
2,11,6,فِى,,فِي,
2,11,7,ٱلْأَرْضِ,أرض,أَرْض,N
2,11,8,قَالُوٓا۟,قول,قالَ,V
2,11,9,إِنَّمَا,,ما,
2,11,10,نَحْنُ,,,N
2,11,11,مُصْلِحُونَ,صلح,مُصْلِح,N
2,12,1,أَلَآ,,أَلا,
2,12,2,إِنَّهُمْ,,إِنّ,
2,12,3,هُمُ,,,N
2,12,4,ٱلْمُفْسِدُونَ,فسد,مُفْسِد,N
2,12,5,وَلَٰكِن,,لٰكِن,
2,12,6,لَّا,,لا,
2,12,7,يَشْعُرُونَ,شعر,يَشْعُرُ,V
2,13,1,وَإِذَا,,إِذا,N
2,13,2,قِيلَ,قول,قالَ,V
2,13,3,لَهُمْ,,,N
2,13,4,ءَامِنُوا۟,أمن,آمَنَ,V
2,13,5,كَمَآ,,ما,
2,13,6,ءَامَنَ,أمن,آمَنَ,V
2,13,7,ٱلنَّاسُ,أنس,ناس,N
2,13,8,قَالُوٓا۟,قول,قالَ,V
2,13,9,أَنُؤْمِنُ,أمن,آمَنَ,V
2,13,10,كَمَآ,,ما,
2,13,11,ءَامَنَ,أمن,آمَنَ,V
2,13,12,ٱلسُّفَهَآءُ,سفه,سَفِيه,N
2,13,13,أَلَآ,,أَلا,
2,13,14,إِنَّهُمْ,,إِنّ,
2,13,15,هُمُ,,,N
2,13,16,ٱلسُّفَهَآءُ,سفه,سَفِيه,N
2,13,17,وَلَٰكِن,,لٰكِن,
2,13,18,لَّا,,لا,
2,13,19,يَعْلَمُونَ,علم,عَلِمَ,V
2,14,1,وَإِذَا,,إِذا,N
2,14,2,لَقُوا۟,لقي,لَقُ,V
2,14,3,ٱلَّذِينَ,,الَّذِي,N
2,14,4,ءَامَنُوا۟,أمن,آمَنَ,V
2,14,5,قَالُوٓا۟,قول,قالَ,V
2,14,6,ءَامَنَّا,أمن,آمَنَ,V
2,14,7,وَإِذَا,,إِذا,N
2,14,8,خَلَوْا۟,خلو,خَلا,V
2,14,9,إِلَىٰ,,إِلَى,
2,14,10,شَيَٰطِينِهِمْ,شطن,شَيْطان,N
2,14,11,قَالُوٓا۟,قول,قالَ,V
2,14,12,إِنَّا,,إِنّ,
2,14,13,مَعَكُمْ,,مَع,N
2,14,14,إِنَّمَا,,ما,
2,14,15,نَحْنُ,,,N
2,14,16,مُسْتَهْزِءُونَ,هزأ,مُسْتَهْزِء,N
2,15,1,ٱللَّهُ,أله,اللَّه,N
2,15,2,يَسْتَهْزِئُ,هزأ,اسْتُهْزِئَ,V
2,15,3,بِهِمْ,,,N
2,15,4,وَيَمُدُّهُمْ,مدد,مَدَّ,V
2,15,5,فِى,,فِي,
2,15,6,طُغْيَٰنِهِمْ,طغي,طُغْيان,N
2,15,7,يَعْمَهُونَ,عمه,يَعْمَهُ,V
2,16,1,أُو۟لَٰٓئِكَ,,ذا,N
2,16,2,ٱلَّذِينَ,,الَّذِي,N
2,16,3,ٱشْتَرَوُا۟,شري,اشْتَرَى,V
2,16,4,ٱلضَّلَٰلَةَ,ضلل,ضَلالَة,N
2,16,5,بِٱلْهُدَىٰ,هدي,هُدًى,N
2,16,6,فَمَا,,ما,
2,16,7,رَبِحَت,ربح,رَبِحَت,V
2,16,8,تِّجَٰرَتُهُمْ,تجر,تِجارَة,N
2,16,9,وَمَا,,ما,
2,16,10,كَانُوا۟,كون,كانَ,V
2,16,11,مُهْتَدِينَ,هدي,مُهْتَدي,N
2,17,1,مَثَلُهُمْ,مثل,مَثَل,N
2,17,2,كَمَثَلِ,مثل,مَثَل,N
2,17,3,ٱلَّذِى,,الَّذِي,N
2,17,4,ٱسْتَوْقَدَ,وقد,اسْتَوْقَدَ,V
2,17,5,نَارًا,نور,نار,N
2,17,6,فَلَمَّآ,,لَمّا,N
2,17,7,أَضَآءَتْ,ضوأ,أَضاءَ,V
2,17,8,مَا,,ما,N
2,17,9,حَوْلَهُۥ,حول,حَوْل,N
2,17,10,ذَهَبَ,ذهب,ذَهَبَ,V
2,17,11,ٱللَّهُ,أله,اللَّه,N
2,17,12,بِنُورِهِمْ,نور,نُور,N
2,17,13,وَتَرَكَهُمْ,ترك,تَرَكَ,V
2,17,14,فِى,,فِي,
2,17,15,ظُلُمَٰتٍ,ظلم,ظُلُمَة,N
2,17,16,لَّا,,لا,
2,17,17,يُبْصِرُونَ,بصر,أَبْصَرَ,V
2,18,1,صُمٌّۢ,صمم,أَصَمّ,N
2,18,2,بُكْمٌ,بكم,أَبْكَم,N
2,18,3,عُمْىٌ,عمي,أَعْمَى,N
2,18,4,فَهُمْ,,,N
2,18,5,لَا,,لا,
2,18,6,يَرْجِعُونَ,رجع,رَجَعَ,V
2,19,1,أَوْ,,أَو,
2,19,2,كَصَيِّبٍ,صوب,صَيِّب,N
2,19,3,مِّنَ,,مِن,
2,19,4,ٱلسَّمَآءِ,سمو,سَماء,N
2,19,5,فِيهِ,,فِي,
2,19,6,ظُلُمَٰتٌ,ظلم,ظُلُمَة,N
2,19,7,وَرَعْدٌ,رعد,رَعْد,N
2,19,8,وَبَرْقٌ,برق,بَرْق,N
2,19,9,يَجْعَلُونَ,جعل,جَعَلَ,V
2,19,10,أَصَٰبِعَهُمْ,صبع,أَصابِع,N
2,19,11,فِىٓ,,فِي,
2,19,12,ءَاذَانِهِم,أذن,أُذُن,N
2,19,13,مِّنَ,,مِن,
2,19,14,ٱلصَّوَٰعِقِ,صعق,صاعِقَة,N
2,19,15,حَذَرَ,حذر,حَذَر,N
2,19,16,ٱلْمَوْتِ,موت,مَوْت,N
2,19,17,وَٱللَّهُ,أله,اللَّه,N
2,19,18,مُحِيطٌۢ,حوط,مُحِيط,N
2,19,19,بِٱلْكَٰفِرِينَ,كفر,كافِر,N
2,20,1,يَكَادُ,كود,كادَ,V
2,20,2,ٱلْبَرْقُ,برق,بَرْق,N
2,20,3,يَخْطَفُ,خطف,خَطِفَ,V
2,20,4,أَبْصَٰرَهُمْ,بصر,بَصَر,N
2,20,5,كُلَّمَآ,كلل,كُلَّما,N
2,20,6,أَضَآءَ,ضوأ,أَضاءَ,V
2,20,7,لَهُم,,,N
2,20,8,مَّشَوْا۟,مشي,مَشَ,V
2,20,9,فِيهِ,,فِي,
2,20,10,وَإِذَآ,,إِذا,N
2,20,11,أَظْلَمَ,ظلم,أَظْلَمَ,V
2,20,12,عَلَيْهِمْ,,عَلَى,
2,20,13,قَامُوا۟,قوم,قامَ,V
2,20,14,وَلَوْ,,لَو,
2,20,15,شَآءَ,شيأ,شاءَ,V
2,20,16,ٱللَّهُ,أله,اللَّه,N
2,20,17,لَذَهَبَ,ذهب,ذَهَبَ,V
2,20,18,بِسَمْعِهِمْ,سمع,سَمْع,N
2,20,19,وَأَبْصَٰرِهِمْ,بصر,بَصَر,N
2,20,20,إِنَّ,,إِنّ,
2,20,21,ٱللَّهَ,أله,اللَّه,N
2,20,22,عَلَىٰ,,عَلَى,
2,20,23,كُلِّ,كلل,كُلّ,N
2,20,24,شَىْءٍ,شيأ,شَىْء,N
2,20,25,قَدِيرٌ,قدر,قَدِير,N
2,21,1,يَٰٓأَيُّهَا,أيي,أَيّ,N
2,21,2,ٱلنَّاسُ,أنس,ناس,N
2,21,3,ٱعْبُدُوا۟,عبد,عَبَدَ,V
2,21,4,رَبَّكُمُ,ربب,رَبّ,N
2,21,5,ٱلَّذِى,,الَّذِي,N
2,21,6,خَلَقَكُمْ,خلق,خَلَقَ,V
2,21,7,وَٱلَّذِينَ,,الَّذِي,N
2,21,8,مِن,,مِن,
2,21,9,قَبْلِكُمْ,قبل,قَبْل,N
2,21,10,لَعَلَّكُمْ,,لَعَلّ,
2,21,11,تَتَّقُونَ,وقي,اتَّقَى,V
2,22,1,ٱلَّذِى,,الَّذِي,N
2,22,2,جَعَلَ,جعل,جَعَلَ,V
2,22,3,لَكُمُ,,,N
2,22,4,ٱلْأَرْضَ,أرض,أَرْض,N
2,22,5,فِرَٰشًا,فرش,فِراش,N
2,22,6,وَٱلسَّمَآءَ,سمو,سَماء,N
2,22,7,بِنَآءً,بني,بِناء,N
2,22,8,وَأَنزَلَ,نزل,أَنزَلَ,V
2,22,9,مِنَ,,مِن,
2,22,10,ٱلسَّمَآءِ,سمو,سَماء,N
2,22,11,مَآءً,موه,ماء,N
2,22,12,فَأَخْرَجَ,خرج,أَخْرَجَ,V
2,22,13,بِهِۦ,,,N
2,22,14,مِنَ,,مِن,
2,22,15,ٱلثَّمَرَٰتِ,ثمر,ثَمَرَة,N
2,22,16,رِزْقًا,رزق,رِزْق,N
2,22,17,لَّكُمْ,,,N
2,22,18,فَلَا,,لا,
2,22,19,تَجْعَلُوا۟,جعل,جَعَلَ,V
2,22,20,لِلَّهِ,أله,اللَّه,N
2,22,21,أَندَادًا,ندد,أَنداد,N
2,22,22,وَأَنتُمْ,,,N
2,22,23,تَعْلَمُونَ,علم,عَلِمَ,V
2,23,1,وَإِن,,إِن,
2,23,2,كُنتُمْ,كون,كانَ,V
2,23,3,فِى,,فِي,
2,23,4,رَيْبٍ,ريب,رَيْب,N
2,23,5,مِّمَّا,,ما,N
2,23,6,نَزَّلْنَا,نزل,نَزَّلَ,V
2,23,7,عَلَىٰ,,عَلَى,
2,23,8,عَبْدِنَا,عبد,عَبْد,N
2,23,9,فَأْتُوا۟,أتي,أَتَى,V
2,23,10,بِسُورَةٍ,سور,سُورَة,N
2,23,11,مِّن,,مِن,
2,23,12,مِّثْلِهِۦ,مثل,مِثْل,N
2,23,13,وَٱدْعُوا۟,دعو,دَعا,V
2,23,14,شُهَدَآءَكُم,شهد,شَهِيد,N
2,23,15,مِّن,,مِن,
2,23,16,دُونِ,دون,دُون,N
2,23,17,ٱللَّهِ,أله,اللَّه,N
2,23,18,إِن,,إِن,
2,23,19,كُنتُمْ,كون,كانَ,V
2,23,20,صَٰدِقِينَ,صدق,صادِق,N
2,24,1,فَإِن,,إِن,
2,24,2,لَّمْ,,لَم,
2,24,3,تَفْعَلُوا۟,فعل,فَعَلَ,V
2,24,4,وَلَن,,لَن,
2,24,5,تَفْعَلُوا۟,فعل,فَعَلَ,V
2,24,6,فَٱتَّقُوا۟,وقي,اتَّقَى,V
2,24,7,ٱلنَّارَ,نور,نار,N
2,24,8,ٱلَّتِى,,الَّذِي,N
2,24,9,وَقُودُهَا,وقد,وَقُود,N
2,24,10,ٱلنَّاسُ,أنس,ناس,N
2,24,11,وَٱلْحِجَارَةُ,حجر,حِجارَة,N
2,24,12,أُعِدَّتْ,عدد,أَعَدَّ,V
2,24,13,لِلْكَٰفِرِينَ,كفر,كافِر,N
2,25,1,وَبَشِّرِ,بشر,بُشِّرَ,V
2,25,2,ٱلَّذِينَ,,الَّذِي,N
2,25,3,ءَامَنُوا۟,أمن,آمَنَ,V
2,25,4,وَعَمِلُوا۟,عمل,عَمِلَ,V
2,25,5,ٱلصَّٰلِحَٰتِ,صلح,صالِحَة,N
2,25,6,أَنَّ,,أَنّ,
2,25,7,لَهُمْ,,,N
2,25,8,جَنَّٰتٍ,جنن,جَنَّة,N
2,25,9,تَجْرِى,جري,جَرَيْ,V
2,25,10,مِن,,مِن,
2,25,11,تَحْتِهَا,تحت,تَحْت,N
2,25,12,ٱلْأَنْهَٰرُ,نهر,نَهَر,N
2,25,13,كُلَّمَا,كلل,كُلَّما,N
2,25,14,رُزِقُوا۟,رزق,رَزَقَ,V
2,25,15,مِنْهَا,,مِن,
2,25,16,مِن,,مِن,
2,25,17,ثَمَرَةٍ,ثمر,ثَمَرَة,N
2,25,18,رِّزْقًا,رزق,رِزْق,N
2,25,19,قَالُوا۟,قول,قالَ,V
2,25,20,هَٰذَا,,ذا,N
2,25,21,ٱلَّذِى,,الَّذِي,N
2,25,22,رُزِقْنَا,رزق,رَزَقَ,V
2,25,23,مِن,,مِن,
2,25,24,قَبْلُ,قبل,قَبْل,N
2,25,25,وَأُتُوا۟,أتي,أَتَى,V
2,25,26,بِهِۦ,,,N
2,25,27,مُتَشَٰبِهًا,شبه,مُتَشابِه,N
2,25,28,وَلَهُمْ,,,N
2,25,29,فِيهَآ,,فِي,
2,25,30,أَزْوَٰجٌ,زوج,زَوْج,N
2,25,31,مُّطَهَّرَةٌ,طهر,مُطَهَّرَة,N
2,25,32,وَهُمْ,,,N
2,25,33,فِيهَا,,فِي,
2,25,34,خَٰلِدُونَ,خلد,خالِد,N
2,26,1,إِنَّ,,إِنّ,
2,26,2,ٱللَّهَ,أله,اللَّه,N
2,26,3,لَا,,لا,
2,26,4,يَسْتَحْىِۦٓ,حيي,يَسْتَحْىِۦ,V
2,26,5,أَن,,أَن,
2,26,6,يَضْرِبَ,ضرب,ضَرَبَ,V
2,26,7,مَثَلًا,مثل,مَثَل,N
2,26,8,مَّا,,ما,
2,26,9,بَعُوضَةً,بعض,بَعُوضَة,N
2,26,10,فَمَا,,ما,N
2,26,11,فَوْقَهَا,فوق,فَوْق,N
2,26,12,فَأَمَّا,,أَمّا,
2,26,13,ٱلَّذِينَ,,الَّذِي,N
2,26,14,ءَامَنُوا۟,أمن,آمَنَ,V
2,26,15,فَيَعْلَمُونَ,علم,عَلِمَ,V
2,26,16,أَنَّهُ,,أَنّ,
2,26,17,ٱلْحَقُّ,حقق,حَقّ,N
2,26,18,مِن,,مِن,
2,26,19,رَّبِّهِمْ,ربب,رَبّ,N
2,26,20,وَأَمَّا,,أَمّا,
2,26,21,ٱلَّذِينَ,,الَّذِي,N
2,26,22,كَفَرُوا۟,كفر,كَفَرَ,V
2,26,23,فَيَقُولُونَ,قول,قالَ,V
2,26,24,مَاذَآ,,ماذا,N
2,26,25,أَرَادَ,رود,أَرادَ,V
2,26,26,ٱللَّهُ,أله,اللَّه,N
2,26,27,بِهَٰذَا,,ذا,N
2,26,28,مَثَلًا,مثل,مَثَل,N
2,26,29,يُضِلُّ,ضلل,أَضَلَّ,V
2,26,30,بِهِۦ,,,N
2,26,31,كَثِيرًا,كثر,كَثِير,N
2,26,32,وَيَهْدِى,هدي,هَدَى,V
2,26,33,بِهِۦ,,,N
2,26,34,كَثِيرًا,كثر,كَثِير,N
2,26,35,وَمَا,,ما,
2,26,36,يُضِلُّ,ضلل,أَضَلَّ,V
2,26,37,بِهِۦٓ,,,N
2,26,38,إِلَّا,,إِلّا,
2,26,39,ٱلْفَٰسِقِينَ,فسق,فاسِق,N
2,27,1,ٱلَّذِينَ,,الَّذِي,N
2,27,2,يَنقُضُونَ,نقض,نَقَضَتْ,V
2,27,3,عَهْدَ,عهد,عَهْد,N
2,27,4,ٱللَّهِ,أله,اللَّه,N
2,27,5,مِنۢ,,مِن,
2,27,6,بَعْدِ,بعد,بَعْد,N
2,27,7,مِيثَٰقِهِۦ,وثق,مِيثاق,N
2,27,8,وَيَقْطَعُونَ,قطع,قُطِعَ,V
2,27,9,مَآ,,ما,N
2,27,10,أَمَرَ,أمر,أَمَرَ,V
2,27,11,ٱللَّهُ,أله,اللَّه,N
2,27,12,بِهِۦٓ,,,N
2,27,13,أَن,,أَن,
2,27,14,يُوصَلَ,وصل,يَصِلُ,V
2,27,15,وَيُفْسِدُونَ,فسد,أَفْسَدُ,V
2,27,16,فِى,,فِي,
2,27,17,ٱلْأَرْضِ,أرض,أَرْض,N
2,27,18,أُو۟لَٰٓئِكَ,,ذا,N
2,27,19,هُمُ,,,N
2,27,20,ٱلْخَٰسِرُونَ,خسر,خاسِر,N
2,28,1,كَيْفَ,كيف,كَيْف,N
2,28,2,تَكْفُرُونَ,كفر,كَفَرَ,V
2,28,3,بِٱللَّهِ,أله,اللَّه,N
2,28,4,وَكُنتُمْ,كون,كانَ,V
2,28,5,أَمْوَٰتًا,موت,مَيِّت,N
2,28,6,فَأَحْيَٰكُمْ,حيي,أَحْيا,V
2,28,7,ثُمَّ,,ثُمّ,
2,28,8,يُمِيتُكُمْ,موت,أَماتَ,V
2,28,9,ثُمَّ,,ثُمّ,
2,28,10,يُحْيِيكُمْ,حيي,أَحْيا,V
2,28,11,ثُمَّ,,ثُمّ,
2,28,12,إِلَيْهِ,,إِلَى,
2,28,13,تُرْجَعُونَ,رجع,رَجَعَ,V
2,29,1,هُوَ,,,N
2,29,2,ٱلَّذِى,,الَّذِي,N
2,29,3,خَلَقَ,خلق,خَلَقَ,V
2,29,4,لَكُم,,,N
2,29,5,مَّا,,ما,N
2,29,6,فِى,,فِي,
2,29,7,ٱلْأَرْضِ,أرض,أَرْض,N
2,29,8,جَمِيعًا,جمع,جَمِيع,N
2,29,9,ثُمَّ,,ثُمّ,
2,29,10,ٱسْتَوَىٰٓ,سوي,اسْتَوَى,V
2,29,11,إِلَى,,إِلَى,
2,29,12,ٱلسَّمَآءِ,سمو,سَماء,N
2,29,13,فَسَوَّىٰهُنَّ,سوي,سَوَّى,V
2,29,14,سَبْعَ,سبع,سَبْع,N
2,29,15,سَمَٰوَٰتٍ,سمو,سَماء,N
2,29,16,وَهُوَ,,,N
2,29,17,بِكُلِّ,كلل,كُلّ,N
2,29,18,شَىْءٍ,شيأ,شَىْء,N
2,29,19,عَلِيمٌ,علم,عَلِيم,N
2,30,1,وَإِذْ,,إِذ,N
2,30,2,قَالَ,قول,قالَ,V
2,30,3,رَبُّكَ,ربب,رَبّ,N
2,30,4,لِلْمَلَٰٓئِكَةِ,ملك,مَلَك,N
2,30,5,إِنِّى,,إِنّ,
2,30,6,جَاعِلٌ,جعل,جاعِل,N
2,30,7,فِى,,فِي,
2,30,8,ٱلْأَرْضِ,أرض,أَرْض,N
2,30,9,خَلِيفَةً,خلف,خَلِيفَة,N
2,30,10,قَالُوٓا۟,قول,قالَ,V
2,30,11,أَتَجْعَلُ,جعل,جَعَلَ,V
2,30,12,فِيهَا,,فِي,
2,30,13,مَن,,مَن,N
2,30,14,يُفْسِدُ,فسد,أَفْسَدُ,V
2,30,15,فِيهَا,,فِي,
2,30,16,وَيَسْفِكُ,سفك,يَسْفِكُ,V
2,30,17,ٱلدِّمَآءَ,دمو,دَم,N
2,30,18,وَنَحْنُ,,,N
2,30,19,نُسَبِّحُ,سبح,سَبَّحَ,V
2,30,20,بِحَمْدِكَ,حمد,حَمْد,N
2,30,21,وَنُقَدِّسُ,قدس,نُقَدِّسُ,V
2,30,22,لَكَ,,,N
2,30,23,قَالَ,قول,قالَ,V
2,30,24,إِنِّىٓ,,إِنّ,
2,30,25,أَعْلَمُ,علم,عَلِمَ,V
2,30,26,مَا,,ما,N
2,30,27,لَا,,لا,
2,30,28,تَعْلَمُونَ,علم,عَلِمَ,V
2,31,1,وَعَلَّمَ,علم,عَلَّمَ,V
2,31,2,ءَادَمَ,أدم,آدَم,N
2,31,3,ٱلْأَسْمَآءَ,سمو,اسْم,N
2,31,4,كُلَّهَا,كلل,كُلّ,N
2,31,5,ثُمَّ,,ثُمّ,
2,31,6,عَرَضَهُمْ,عرض,عَرَضَ,V
2,31,7,عَلَى,,عَلَى,
2,31,8,ٱلْمَلَٰٓئِكَةِ,ملك,مَلَك,N
2,31,9,فَقَالَ,قول,قالَ,V
2,31,10,أَنۢبِـُٔونِى,نبأ,أَنۢبَأَ,V
2,31,11,بِأَسْمَآءِ,سمو,اسْم,N
2,31,12,هَٰٓؤُلَآءِ,,ذا,N
2,31,13,إِن,,إِن,
2,31,14,كُنتُمْ,كون,كانَ,V
2,31,15,صَٰدِقِينَ,صدق,صادِق,N
2,32,1,قَالُوا۟,قول,قالَ,V
2,32,2,سُبْحَٰنَكَ,سبح,سُبْحان,N
2,32,3,لَا,,لا,
2,32,4,عِلْمَ,علم,عِلْم,N
2,32,5,لَنَآ,,,N
2,32,6,إِلَّا,,إِلّا,
2,32,7,مَا,,ما,N
2,32,8,عَلَّمْتَنَآ,علم,عَلَّمَ,V
2,32,9,إِنَّكَ,,إِنّ,
2,32,10,أَنتَ,,,N
2,32,11,ٱلْعَلِيمُ,علم,عَلِيم,N
2,32,12,ٱلْحَكِيمُ,حكم,حَكِيم,N
2,33,1,قَالَ,قول,قالَ,V
2,33,2,يَٰٓـَٔادَمُ,أدم,آدَم,N
2,33,3,أَنۢبِئْهُم,نبأ,أَنۢبَأَ,V
2,33,4,بِأَسْمَآئِهِمْ,سمو,اسْم,N
2,33,5,فَلَمَّآ,,لَمّا,N
2,33,6,أَنۢبَأَهُم,نبأ,أَنۢبَأَ,V
2,33,7,بِأَسْمَآئِهِمْ,سمو,اسْم,N
2,33,8,قَالَ,قول,قالَ,V
2,33,9,أَلَمْ,,لَم,
2,33,10,أَقُل,قول,قالَ,V
2,33,11,لَّكُمْ,,,N
2,33,12,إِنِّىٓ,,إِنّ,
2,33,13,أَعْلَمُ,علم,عَلِمَ,V
2,33,14,غَيْبَ,غيب,غَيْب,N
2,33,15,ٱلسَّمَٰوَٰتِ,سمو,سَماء,N
2,33,16,وَٱلْأَرْضِ,أرض,أَرْض,N
2,33,17,وَأَعْلَمُ,علم,عَلِمَ,V
2,33,18,مَا,,ما,N
2,33,19,تُبْدُونَ,بدو,يُبْدِيَ,V
