surah,ayah,word_index,token_ar,root,lemma,pos
12,105,1,وَكَأَيِّن,,كَأَيِّن,N
12,105,2,مِّنْ,,مِن,
12,105,3,ءَايَةٍ,أيي,آيَة,N
12,105,4,فِى,,فِي,
12,105,5,ٱلسَّمَٰوَٰتِ,سمو,سَماء,N
12,105,6,وَٱلْأَرْضِ,أرض,أَرْض,N
12,105,7,يَمُرُّونَ,مرر,مَرَّ,V
12,105,8,عَلَيْهَا,,عَلَى,
12,105,9,وَهُمْ,,,N
12,105,10,عَنْهَا,,عَن,
12,105,11,مُعْرِضُونَ,عرض,مُعْرِض,N
12,106,1,وَمَا,,ما,
12,106,2,يُؤْمِنُ,أمن,آمَنَ,V
12,106,3,أَكْثَرُهُم,كثر,أَكْثَر,N
12,106,4,بِٱللَّهِ,أله,اللَّه,N
12,106,5,إِلَّا,,إِلّا,
12,106,6,وَهُم,,,N
12,106,7,مُّشْرِكُونَ,شرك,مُشْرِك,N
12,107,1,أَفَأَمِنُوٓا۟,أمن,أَمِنَ,V
12,107,2,أَن,,أَن,
12,107,3,تَأْتِيَهُمْ,أتي,أَتَى,V
12,107,4,غَٰشِيَةٌ,غشو,غاشِيَة,N
12,107,5,مِّنْ,,مِن,
12,107,6,عَذَابِ,عذب,عَذاب,N
12,107,7,ٱللَّهِ,أله,اللَّه,N
12,107,8,أَوْ,,أَو,
12,107,9,تَأْتِيَهُمُ,أتي,أَتَى,V
12,107,10,ٱلسَّاعَةُ,سوع,ساعَة,N
12,107,11,بَغْتَةً,بغت,بَغْتَة,N
12,107,12,وَهُمْ,,,N
12,107,13,لَا,,لا,
12,107,14,يَشْعُرُونَ,شعر,يَشْعُرُ,V
12,108,1,قُلْ,قول,قالَ,V
12,108,2,هَٰذِهِۦ,,ذا,N
12,108,3,سَبِيلِىٓ,سبل,سَبِيل,N
12,108,4,أَدْعُوٓا۟,دعو,دَعا,V
12,108,5,إِلَى,,إِلَى,
12,108,6,ٱللَّهِ,أله,اللَّه,N
12,108,7,عَلَىٰ,,عَلَى,
12,108,8,بَصِيرَةٍ,بصر,بَصِيرَة,N
12,108,9,أَنَا۠,,,N
12,108,10,وَمَنِ,,مَن,N
12,108,11,ٱتَّبَعَنِى,تبع,اتَّبَعَ,V
12,108,12,وَسُبْحَٰنَ,سبح,سُبْحان,N
12,108,13,ٱللَّهِ,أله,اللَّه,N
12,108,14,وَمَآ,,ما,
12,108,15,أَنَا۠,,,N
12,108,16,مِنَ,,مِن,
12,108,17,ٱلْمُشْرِكِينَ,شرك,مُشْرِك,N
12,109,1,وَمَآ,,ما,
12,109,2,أَرْسَلْنَا,رسل,أَرْسَلَ,V
12,109,3,مِن,,مِن,
12,109,4,قَبْلِكَ,قبل,قَبْل,N
12,109,5,إِلَّا,,إِلّا,
12,109,6,رِجَالًا,رجل,رِجال,N
12,109,7,نُّوحِىٓ,وحي,أَوْحَى,V
12,109,8,إِلَيْهِم,,إِلَى,
12,109,9,مِّنْ,,مِن,
12,109,10,أَهْلِ,أهل,أَهْل,N
12,109,11,ٱلْقُرَىٰٓ,قري,قَرْيَة,N
12,109,12,أَفَلَمْ,,لَم,
12,109,13,يَسِيرُوا۟,سير,سارَ,V
12,109,14,فِى,,فِي,
12,109,15,ٱلْأَرْضِ,أرض,أَرْض,N
12,109,16,فَيَنظُرُوا۟,نظر,نَظَرَ,V
12,109,17,كَيْفَ,كيف,كَيْف,N
12,109,18,كَانَ,كون,كانَ,V
12,109,19,عَٰقِبَةُ,عقب,عاقِبَة,N
12,109,20,ٱلَّذِينَ,,الَّذِي,N
12,109,21,مِن,,مِن,
12,109,22,قَبْلِهِمْ,قبل,قَبْل,N
12,109,23,وَلَدَارُ,دور,دار,N
12,109,24,ٱلْءَاخِرَةِ,أخر,آخِر,N
12,109,25,خَيْرٌ,خير,خَيْر,N
12,109,26,لِّلَّذِينَ,,الَّذِي,N
12,109,27,ٱتَّقَوْا۟,وقي,اتَّقَى,V
12,109,28,أَفَلَا,,لا,
12,109,29,تَعْقِلُونَ,عقل,عَقَلُ,V
12,110,1,حَتَّىٰٓ,,حَتَّى,
12,110,2,إِذَا,,إِذا,N
12,110,3,ٱسْتَيْـَٔسَ,يأس,اسْتَيْأَسَ,V
12,110,4,ٱلرُّسُلُ,رسل,رَسُول,N
12,110,5,وَظَنُّوٓا۟,ظنن,ظَنَّ,V
12,110,6,أَنَّهُمْ,,أَنّ,
12,110,7,قَدْ,,قَد,
12,110,8,كُذِبُوا۟,كذب,كَذَبَ,V
12,110,9,جَآءَهُمْ,جيأ,جاءَ,V
12,110,10,نَصْرُنَا,نصر,نَصْر,N
12,110,11,فَنُجِّىَ,نجو,نَجَّى,V
12,110,12,مَن,,مَن,N
12,110,13,نَّشَآءُ,شيأ,شاءَ,V
12,110,14,وَلَا,,لا,
12,110,15,يُرَدُّ,ردد,رَدَّ,V
12,110,16,بَأْسُنَا,بأس,بَأْس,N
12,110,17,عَنِ,,عَن,
12,110,18,ٱلْقَوْمِ,قوم,قَوْم,N
12,110,19,ٱلْمُجْرِمِينَ,جرم,مُجْرِم,N
12,111,1,لَقَدْ,,قَد,
12,111,2,كَانَ,كون,كانَ,V
12,111,3,فِى,,فِي,
12,111,4,قَصَصِهِمْ,قصص,قَصَص,N
12,111,5,عِبْرَةٌ,عبر,عِبْرَة,N
12,111,6,لِّأُو۟لِى,,ذُو,N
12,111,7,ٱلْأَلْبَٰبِ,لبب,أَلْباب,N
12,111,8,مَا,,ما,
12,111,9,كَانَ,كون,كانَ,V
12,111,10,حَدِيثًا,حدث,حَدِيث,N
12,111,11,يُفْتَرَىٰ,فري,افْتَرَى,V
12,111,12,وَلَٰكِن,,لٰكِن,
12,111,13,تَصْدِيقَ,صدق,تَصْدِيق,N
12,111,14,ٱلَّذِى,,الَّذِي,N
12,111,15,بَيْنَ,بين,بَيْن,N
12,111,16,يَدَيْهِ,يدي,يَد,N
12,111,17,وَتَفْصِيلَ,فصل,تَفْصِيل,N
12,111,18,كُلِّ,كلل,كُلّ,N
12,111,19,شَىْءٍ,شيأ,شَىْء,N
12,111,20,وَهُدًى,هدي,هُدًى,N
12,111,21,وَرَحْمَةً,رحم,رَحْمَة,N
12,111,22,لِّقَوْمٍ,قوم,قَوْم,N
12,111,23,يُؤْمِنُونَ,أمن,آمَنَ,V
13,1,1,الٓمٓر,,,
13,1,2,تِلْكَ,,ذا,N
13,1,3,ءَايَٰتُ,أيي,آيَة,N
13,1,4,ٱلْكِتَٰبِ,كتب,كِتاب,N
13,1,5,وَٱلَّذِىٓ,,الَّذِي,N
13,1,6,أُنزِلَ,نزل,أَنزَلَ,V
13,1,7,إِلَيْكَ,,إِلَى,
13,1,8,مِن,,مِن,
13,1,9,رَّبِّكَ,ربب,رَبّ,N
13,1,10,ٱلْحَقُّ,حقق,حَقّ,N
13,1,11,وَلَٰكِنَّ,,لٰكِنّ,
13,1,12,أَكْثَرَ,كثر,أَكْثَر,N
13,1,13,ٱلنَّاسِ,أنس,ناس,N
13,1,14,لَا,,لا,
13,1,15,يُؤْمِنُونَ,أمن,آمَنَ,V
13,2,1,ٱللَّهُ,أله,اللَّه,N
13,2,2,ٱلَّذِى,,الَّذِي,N
13,2,3,رَفَعَ,رفع,رَفَعَ,V
13,2,4,ٱلسَّمَٰوَٰتِ,سمو,سَماء,N
13,2,5,بِغَيْرِ,غير,غَيْر,N
13,2,6,عَمَدٍ,عمد,عَمَد,N
13,2,7,تَرَوْنَهَا,رأي,رَأَى,V
13,2,8,ثُمَّ,,ثُمّ,
13,2,9,ٱسْتَوَىٰ,سوي,اسْتَوَى,V
13,2,10,عَلَى,,عَلَى,
13,2,11,ٱلْعَرْشِ,عرش,عَرْش,N
13,2,12,وَسَخَّرَ,سخر,سَخَّرَ,V
13,2,13,ٱلشَّمْسَ,شمس,شَمْس,N
13,2,14,وَٱلْقَمَرَ,قمر,قَمَر,N
13,2,15,كُلٌّ,كلل,كُلّ,N
13,2,16,يَجْرِى,جري,جَرَيْ,V
13,2,17,لِأَجَلٍ,أجل,أَجَل,N
13,2,18,مُّسَمًّى,سمو,مُسَمًّى,N
13,2,19,يُدَبِّرُ,دبر,يُدَبِّرُ,V
13,2,20,ٱلْأَمْرَ,أمر,أَمْر,N
13,2,21,يُفَصِّلُ,فصل,فَصَّلَ,V
13,2,22,ٱلْءَايَٰتِ,أيي,آيَة,N
13,2,23,لَعَلَّكُم,,لَعَلّ,
13,2,24,بِلِقَآءِ,لقي,لِقاء,N
13,2,25,رَبِّكُمْ,ربب,رَبّ,N
13,2,26,تُوقِنُونَ,يقن,يُوقِنُ,V
13,3,1,وَهُوَ,,,N
13,3,2,ٱلَّذِى,,الَّذِي,N
13,3,3,مَدَّ,مدد,مَدَّ,V
13,3,4,ٱلْأَرْضَ,أرض,أَرْض,N
13,3,5,وَجَعَلَ,جعل,جَعَلَ,V
13,3,6,فِيهَا,,فِي,
13,3,7,رَوَٰسِىَ,رسو,رَواسِي,N
13,3,8,وَأَنْهَٰرًا,نهر,نَهَر,N
13,3,9,وَمِن,,مِن,
13,3,10,كُلِّ,كلل,كُلّ,N
13,3,11,ٱلثَّمَرَٰتِ,ثمر,ثَمَرَة,N
13,3,12,جَعَلَ,جعل,جَعَلَ,V
13,3,13,فِيهَا,,فِي,
13,3,14,زَوْجَيْنِ,زوج,زَوْج,N
13,3,15,ٱثْنَيْنِ,ثني,اثْنَيْن,N
13,3,16,يُغْشِى,غشو,أُغْشِيَتْ,V
13,3,17,ٱلَّيْلَ,ليل,لَيْل,N
13,3,18,ٱلنَّهَارَ,نهر,نَهار,N
13,3,19,إِنَّ,,إِنّ,
13,3,20,فِى,,فِي,
13,3,21,ذَٰلِكَ,,ذا,N
13,3,22,لَءَايَٰتٍ,أيي,آيَة,N
13,3,23,لِّقَوْمٍ,قوم,قَوْم,N
13,3,24,يَتَفَكَّرُونَ,فكر,يَتَفَكَّرُ,V
13,4,1,وَفِى,,فِي,
13,4,2,ٱلْأَرْضِ,أرض,أَرْض,N
13,4,3,قِطَعٌ,قطع,قِطَع,N
13,4,4,مُّتَجَٰوِرَٰتٌ,جور,مُتَجاوِرَة,N
13,4,5,وَجَنَّٰتٌ,جنن,جَنَّة,N
13,4,6,مِّنْ,,مِن,
13,4,7,أَعْنَٰبٍ,عنب,عِنَب,N
13,4,8,وَزَرْعٌ,زرع,زَرْع,N
13,4,9,وَنَخِيلٌ,نخل,نَخِيل,N
13,4,10,صِنْوَانٌ,صنو,صِنْوان,N
13,4,11,وَغَيْرُ,غير,غَيْر,N
13,4,12,صِنْوَانٍ,صنو,صِنْوان,N
13,4,13,يُسْقَىٰ,سقي,سَقَى,V
13,4,14,بِمَآءٍ,موه,ماء,N
13,4,15,وَٰحِدٍ,وحد,واحِد,N
13,4,16,وَنُفَضِّلُ,فضل,فَضَّلَ,V
13,4,17,بَعْضَهَا,بعض,بَعْض,N
13,4,18,عَلَىٰ,,عَلَى,
13,4,19,بَعْضٍ,بعض,بَعْض,N
13,4,20,فِى,,فِي,
13,4,21,ٱلْأُكُلِ,أكل,أُكُل,N
13,4,22,إِنَّ,,إِنّ,
13,4,23,فِى,,فِي,
13,4,24,ذَٰلِكَ,,ذا,N
13,4,25,لَءَايَٰتٍ,أيي,آيَة,N
13,4,26,لِّقَوْمٍ,قوم,قَوْم,N
13,4,27,يَعْقِلُونَ,عقل,عَقَلُ,V
13,5,1,وَإِن,,إِن,
13,5,2,تَعْجَبْ,عجب,عَجِبُ,V
13,5,3,فَعَجَبٌ,عجب,عَجَب,N
13,5,4,قَوْلُهُمْ,قول,قَوْل,N
13,5,5,أَءِذَا,,إِذا,N
13,5,6,كُنَّا,كون,كانَ,V
13,5,7,تُرَٰبًا,ترب,تُراب,N
13,5,8,أَءِنَّا,,إِنّ,
13,5,9,لَفِى,,فِي,
13,5,10,خَلْقٍ,خلق,خَلْق,N
13,5,11,جَدِيدٍ,جدد,جَدِيد,N
13,5,12,أُو۟لَٰٓئِكَ,,ذا,N
13,5,13,ٱلَّذِينَ,,الَّذِي,N
13,5,14,كَفَرُوا۟,كفر,كَفَرَ,V
13,5,15,بِرَبِّهِمْ,ربب,رَبّ,N
13,5,16,وَأُو۟لَٰٓئِكَ,,ذا,N
13,5,17,ٱلْأَغْلَٰلُ,غلل,غِلّ,N
13,5,18,فِىٓ,,فِي,
13,5,19,أَعْنَاقِهِمْ,عنق,عُنُق,N
13,5,20,وَأُو۟لَٰٓئِكَ,,ذا,N
13,5,21,أَصْحَٰبُ,صحب,أَصْحاب,N
13,5,22,ٱلنَّارِ,نور,نار,N
13,5,23,هُمْ,,,N
13,5,24,فِيهَا,,فِي,
13,5,25,خَٰلِدُونَ,خلد,خالِد,N
13,6,1,وَيَسْتَعْجِلُونَكَ,عجل,اسْتَعْجَلَ,V
13,6,2,بِٱلسَّيِّئَةِ,سوأ,سَيِّئَة,N
13,6,3,قَبْلَ,قبل,قَبْل,N
13,6,4,ٱلْحَسَنَةِ,حسن,حَسَنَة,N
13,6,5,وَقَدْ,,قَد,
13,6,6,خَلَتْ,خلو,خَلا,V
13,6,7,مِن,,مِن,
13,6,8,قَبْلِهِمُ,قبل,قَبْل,N
13,6,9,ٱلْمَثُلَٰتُ,مثل,مَثُلَة,N
13,6,10,وَإِنَّ,,إِنّ,
13,6,11,رَبَّكَ,ربب,رَبّ,N
13,6,12,لَذُو,,ذُو,N
13,6,13,مَغْفِرَةٍ,غفر,مَغْفِرَة,N
13,6,14,لِّلنَّاسِ,أنس,ناس,N
13,6,15,عَلَىٰ,,عَلَى,
13,6,16,ظُلْمِهِمْ,ظلم,ظُلْم,N
13,6,17,وَإِنَّ,,إِنّ,
13,6,18,رَبَّكَ,ربب,رَبّ,N
13,6,19,لَشَدِيدُ,شدد,شَدِيد,N
13,6,20,ٱلْعِقَابِ,عقب,عِقاب,N
13,7,1,وَيَقُولُ,قول,قالَ,V
13,7,2,ٱلَّذِينَ,,الَّذِي,N
13,7,3,كَفَرُوا۟,كفر,كَفَرَ,V
13,7,4,لَوْلَآ,,لَوْلا,
13,7,5,أُنزِلَ,نزل,أَنزَلَ,V
13,7,6,عَلَيْهِ,,عَلَى,
13,7,7,ءَايَةٌ,أيي,آيَة,N
13,7,8,مِّن,,مِن,
13,7,9,رَّبِّهِۦٓ,ربب,رَبّ,N
13,7,10,إِنَّمَآ,,ما,
13,7,11,أَنتَ,,,N
13,7,12,مُنذِرٌ,نذر,مُنذِر,N
13,7,13,وَلِكُلِّ,كلل,كُلّ,N
13,7,14,قَوْمٍ,قوم,قَوْم,N
13,7,15,هَادٍ,هدي,هاد,N
13,8,1,ٱللَّهُ,أله,اللَّه,N
13,8,2,يَعْلَمُ,علم,عَلِمَ,V
13,8,3,مَا,,ما,N
13,8,4,تَحْمِلُ,حمل,حَمَلَ,V
13,8,5,كُلُّ,كلل,كُلّ,N
13,8,6,أُنثَىٰ,أنث,أُنثَى,N
13,8,7,وَمَا,,ما,N
13,8,8,تَغِيضُ,غيض,غِيضَ,V
13,8,9,ٱلْأَرْحَامُ,رحم,أَرْحام,N
13,8,10,وَمَا,,ما,N
13,8,11,تَزْدَادُ,زيد,ازْدادُ,V
13,8,12,وَكُلُّ,كلل,كُلّ,N
13,8,13,شَىْءٍ,شيأ,شَىْء,N
13,8,14,عِندَهُۥ,عند,عِند,N
13,8,15,بِمِقْدَارٍ,قدر,مِقْدار,N
13,9,1,عَٰلِمُ,علم,عالِم,N
13,9,2,ٱلْغَيْبِ,غيب,غَيْب,N
13,9,3,وَٱلشَّهَٰدَةِ,شهد,شَهادَة,N
13,9,4,ٱلْكَبِيرُ,كبر,كَبِير,N
13,9,5,ٱلْمُتَعَالِ,علو,مُتَعال,N
13,10,1,سَوَآءٌ,سوي,سَواء,N
13,10,2,مِّنكُم,,مِن,
13,10,3,مَّنْ,,مَن,N
13,10,4,أَسَرَّ,سرر,أَسَرَّ,V
13,10,5,ٱلْقَوْلَ,قول,قَوْل,N
13,10,6,وَمَن,,مَن,N
13,10,7,جَهَرَ,جهر,جَهَرَ,V
13,10,8,بِهِۦ,,,N
13,10,9,وَمَنْ,,مَن,N
13,10,10,هُوَ,,,N
13,10,11,مُسْتَخْفٍۭ,خفي,مُسْتَخْف,N
13,10,12,بِٱلَّيْلِ,ليل,لَيْل,N
13,10,13,وَسَارِبٌۢ,سرب,سارِب,N
13,10,14,بِٱلنَّهَارِ,نهر,نَهار,N
13,11,1,لَهُۥ,,,N
13,11,2,مُعَقِّبَٰتٌ,عقب,مُعَقِّبَة,N
13,11,3,مِّنۢ,,مِن,
13,11,4,بَيْنِ,بين,بَيْن,N
13,11,5,يَدَيْهِ,يدي,يَد,N
13,11,6,وَمِنْ,,مِن,
13,11,7,خَلْفِهِۦ,خلف,خَلْف,N
13,11,8,يَحْفَظُونَهُۥ,حفظ,حَفِظَ,V
13,11,9,مِنْ,,مِن,
13,11,10,أَمْرِ,أمر,أَمْر,N
13,11,11,ٱللَّهِ,أله,اللَّه,N
13,11,12,إِنَّ,,إِنّ,
13,11,13,ٱللَّهَ,أله,اللَّه,N
13,11,14,لَا,,لا,
13,11,15,يُغَيِّرُ,غير,يُغَيِّرُ,V
13,11,16,مَا,,ما,N
13,11,17,بِقَوْمٍ,قوم,قَوْم,N
13,11,18,حَتَّىٰ,,حَتَّى,
13,11,19,يُغَيِّرُوا۟,غير,يُغَيِّرُ,V
13,11,20,مَا,,ما,N
13,11,21,بِأَنفُسِهِمْ,نفس,نَفْس,N
13,11,22,وَإِذَآ,,إِذا,N
13,11,23,أَرَادَ,رود,أَرادَ,V
13,11,24,ٱللَّهُ,أله,اللَّه,N
13,11,25,بِقَوْمٍ,قوم,قَوْم,N
13,11,26,سُوٓءًا,سوأ,سُوء,N
13,11,27,فَلَا,,لا,
13,11,28,مَرَدَّ,ردد,مَرَدّ,N
13,11,29,لَهُۥ,,,N
13,11,30,وَمَا,,ما,
13,11,31,لَهُم,,,N
13,11,32,مِّن,,مِن,
13,11,33,دُونِهِۦ,دون,دُون,N
13,11,34,مِن,,مِن,
13,11,35,وَالٍ,ولي,وال,N
13,12,1,هُوَ,,,N
13,12,2,ٱلَّذِى,,الَّذِي,N
13,12,3,يُرِيكُمُ,رأي,أَرَيْ,V
13,12,4,ٱلْبَرْقَ,برق,بَرْق,N
13,12,5,خَوْفًا,خوف,خَوْف,N
13,12,6,وَطَمَعًا,طمع,طَمَع,N
13,12,7,وَيُنشِئُ,نشأ,أَنشَأَ,V
13,12,8,ٱلسَّحَابَ,سحب,سَحاب,N
13,12,9,ٱلثِّقَالَ,ثقل,ثَقِيل,N
13,13,1,وَيُسَبِّحُ,سبح,سَبَّحَ,V
13,13,2,ٱلرَّعْدُ,رعد,رَعْد,N
13,13,3,بِحَمْدِهِۦ,حمد,حَمْد,N
13,13,4,وَٱلْمَلَٰٓئِكَةُ,ملك,مَلَك,N
13,13,5,مِنْ,,مِن,
13,13,6,خِيفَتِهِۦ,خوف,خِيفَة,N
13,13,7,وَيُرْسِلُ,رسل,أَرْسَلَ,V
13,13,8,ٱلصَّوَٰعِقَ,صعق,صاعِقَة,N
13,13,9,فَيُصِيبُ,صوب,أَصابَ,V
13,13,10,بِهَا,,,N
13,13,11,مَن,,مَن,N
13,13,12,يَشَآءُ,شيأ,شاءَ,V
13,13,13,وَهُمْ,,,N
13,13,14,يُجَٰدِلُونَ,جدل,جادَلُ,V
13,13,15,فِى,,فِي,
13,13,16,ٱللَّهِ,أله,اللَّه,N
13,13,17,وَهُوَ,,,N
13,13,18,شَدِيدُ,شدد,شَدِيد,N
13,13,19,ٱلْمِحَالِ,محل,مِحال,N
13,14,1,لَهُۥ,,,N
13,14,2,دَعْوَةُ,دعو,دَعْوَة,N
13,14,3,ٱلْحَقِّ,حقق,حَقّ,N
13,14,4,وَٱلَّذِينَ,,الَّذِي,N
13,14,5,يَدْعُونَ,دعو,دَعا,V
13,14,6,مِن,,مِن,
13,14,7,دُونِهِۦ,دون,دُون,N
13,14,8,لَا,,لا,
13,14,9,يَسْتَجِيبُونَ,جوب,اسْتَجابَ,V
13,14,10,لَهُم,,,N
13,14,11,بِشَىْءٍ,شيأ,شَىْء,N
13,14,12,إِلَّا,,إِلّا,
13,14,13,كَبَٰسِطِ,بسط,باسِط,N
13,14,14,كَفَّيْهِ,كفف,كَفَّي,N
13,14,15,إِلَى,,إِلَى,
13,14,16,ٱلْمَآءِ,موه,ماء,N
13,14,17,لِيَبْلُغَ,بلغ,بَلَغَ,V
13,14,18,فَاهُ,فوه,فا,N
13,14,19,وَمَا,,ما,
13,14,20,هُوَ,,,N
13,14,21,بِبَٰلِغِهِۦ,بلغ,بالِغ,N
13,14,22,وَمَا,,ما,
13,14,23,دُعَآءُ,دعو,دُعاء,N
13,14,24,ٱلْكَٰفِرِينَ,كفر,كافِر,N
13,14,25,إِلَّا,,إِلّا,
13,14,26,فِى,,فِي,
13,14,27,ضَلَٰلٍ,ضلل,ضَلال,N
13,15,1,وَلِلَّهِ,أله,اللَّه,N
13,15,2,يَسْجُدُ,سجد,سَجَدَ,V
13,15,3,مَن,,مَن,N
13,15,4,فِى,,فِي,
13,15,5,ٱلسَّمَٰوَٰتِ,سمو,سَماء,N
13,15,6,وَٱلْأَرْضِ,أرض,أَرْض,N
13,15,7,طَوْعًا,طوع,طَوْع,N
13,15,8,وَكَرْهًا,كره,كَرْه,N
13,15,9,وَظِلَٰلُهُم,ظلل,ظِلّ,N
13,15,10,بِٱلْغُدُوِّ,غدو,غُدُوّ,N
13,15,11,وَٱلْءَاصَالِ,أصل,أَصِيل,N
13,16,1,قُلْ,قول,قالَ,V
13,16,2,مَن,,مَن,N
13,16,3,رَّبُّ,ربب,رَبّ,N
13,16,4,ٱلسَّمَٰوَٰتِ,سمو,سَماء,N
13,16,5,وَٱلْأَرْضِ,أرض,أَرْض,N
13,16,6,قُلِ,قول,قالَ,V
13,16,7,ٱللَّهُ,أله,اللَّه,N
13,16,8,قُلْ,قول,قالَ,V
13,16,9,أَفَٱتَّخَذْتُم,أخذ,اتَّخَذَ,V
13,16,10,مِّن,,مِن,
13,16,11,دُونِهِۦٓ,دون,دُون,N
13,16,12,أَوْلِيَآءَ,ولي,وَلِيّ,N
13,16,13,لَا,,لا,
13,16,14,يَمْلِكُونَ,ملك,مَلَكَتْ,V
13,16,15,لِأَنفُسِهِمْ,نفس,نَفْس,N
13,16,16,نَفْعًا,نفع,نَفْع,N
13,16,17,وَلَا,,لا,
13,16,18,ضَرًّا,ضرر,ضَرّ,N
13,16,19,قُلْ,قول,قالَ,V
13,16,20,هَلْ,,هَل,
13,16,21,يَسْتَوِى,سوي,اسْتَوَى,V
13,16,22,ٱلْأَعْمَىٰ,عمي,أَعْمَى,N
13,16,23,وَٱلْبَصِيرُ,بصر,بَصِير,N
13,16,24,أَمْ,,أَم,
13,16,25,هَلْ,,هَل,
13,16,26,تَسْتَوِى,سوي,اسْتَوَى,V
13,16,27,ٱلظُّلُمَٰتُ,ظلم,ظُلُمَة,N
13,16,28,وَٱلنُّورُ,نور,نُور,N
13,16,29,أَمْ,,أَم,
13,16,30,جَعَلُوا۟,جعل,جَعَلَ,V
13,16,31,لِلَّهِ,أله,اللَّه,N
13,16,32,شُرَكَآءَ,شرك,شَرِيك,N
13,16,33,خَلَقُوا۟,خلق,خَلَقَ,V
13,16,34,كَخَلْقِهِۦ,خلق,خَلْق,N
13,16,35,فَتَشَٰبَهَ,شبه,تَشابَهَ,V
13,16,36,ٱلْخَلْقُ,خلق,خَلْق,N
13,16,37,عَلَيْهِمْ,,عَلَى,
13,16,38,قُلِ,قول,قالَ,V
13,16,39,ٱللَّهُ,أله,اللَّه,N
13,16,40,خَٰلِقُ,خلق,خالِق,N
13,16,41,كُلِّ,كلل,كُلّ,N
13,16,42,شَىْءٍ,شيأ,شَىْء,N
13,16,43,وَهُوَ,,,N
13,16,44,ٱلْوَٰحِدُ,وحد,واحِد,N
13,16,45,ٱلْقَهَّٰرُ,قهر,قَهّار,N
13,17,1,أَنزَلَ,نزل,أَنزَلَ,V
13,17,2,مِنَ,,مِن,
13,17,3,ٱلسَّمَآءِ,سمو,سَماء,N
13,17,4,مَآءً,موه,ماء,N
13,17,5,فَسَالَتْ,سيل,سالَتْ,V
13,17,6,أَوْدِيَةٌۢ,ودي,أَوْدِيَة,N
13,17,7,بِقَدَرِهَا,قدر,قَدَر,N
13,17,8,فَٱحْتَمَلَ,حمل,احْتَمَلَ,V
13,17,9,ٱلسَّيْلُ,سيل,سَيْل,N
13,17,10,زَبَدًا,زبد,زَبَد,N
13,17,11,رَّابِيًا,ربو,رابِي,N
13,17,12,وَمِمَّا,,ما,N
13,17,13,يُوقِدُونَ,وقد,أَوْقَدُ,V
13,17,14,عَلَيْهِ,,عَلَى,
13,17,15,فِى,,فِي,
13,17,16,ٱلنَّارِ,نور,نار,N
13,17,17,ٱبْتِغَآءَ,بغي,ابْتِغاء,N
13,17,18,حِلْيَةٍ,حلي,حِلْيَة,N
13,17,19,أَوْ,,أَو,
13,17,20,مَتَٰعٍ,متع,مَتاع,N
13,17,21,زَبَدٌ,زبد,زَبَد,N
13,17,22,مِّثْلُهُۥ,مثل,مِثْل,N
13,17,23,كَذَٰلِكَ,,ذا,N
13,17,24,يَضْرِبُ,ضرب,ضَرَبَ,V
13,17,25,ٱللَّهُ,أله,اللَّه,N
13,17,26,ٱلْحَقَّ,حقق,حَقّ,N
13,17,27,وَٱلْبَٰطِلَ,بطل,باطِل,N
13,17,28,فَأَمَّا,,أَمّا,
13,17,29,ٱلزَّبَدُ,زبد,زَبَد,N
13,17,30,فَيَذْهَبُ,ذهب,ذَهَبَ,V
13,17,31,جُفَآءً,جفأ,جُفاء,N
13,17,32,وَأَمَّا,,أَمّا,
13,17,33,مَا,,ما,N
13,17,34,يَنفَعُ,نفع,نَفَعَ,V
13,17,35,ٱلنَّاسَ,أنس,ناس,N
13,17,36,فَيَمْكُثُ,مكث,مَكَثَ,V
13,17,37,فِى,,فِي,
13,17,38,ٱلْأَرْضِ,أرض,أَرْض,N
13,17,39,كَذَٰلِكَ,,ذا,N
13,17,40,يَضْرِبُ,ضرب,ضَرَبَ,V
13,17,41,ٱللَّهُ,أله,اللَّه,N
13,17,42,ٱلْأَمْثَالَ,مثل,مَثَل,N
13,18,1,لِلَّذِينَ,,الَّذِي,N
13,18,2,ٱسْتَجَابُوا۟,جوب,اسْتَجابَ,V
13,18,3,لِرَبِّهِمُ,ربب,رَبّ,N
13,18,4,ٱلْحُسْنَىٰ,حسن,حُسْنَى,N
13,18,5,وَٱلَّذِينَ,,الَّذِي,N
13,18,6,لَمْ,,لَم,
13,18,7,يَسْتَجِيبُوا۟,جوب,اسْتَجابَ,V
13,18,8,لَهُۥ,,,N
13,18,9,لَوْ,,لَو,
13,18,10,أَنَّ,,أَنّ,
13,18,11,لَهُم,,,N
13,18,12,مَّا,,ما,N
13,18,13,فِى,,فِي,
13,18,14,ٱلْأَرْضِ,أرض,أَرْض,N
13,18,15,جَمِيعًا,جمع,جَمِيع,N
13,18,16,وَمِثْلَهُۥ,مثل,مِثْل,N
13,18,17,مَعَهُۥ,,مَع,N
13,18,18,لَٱفْتَدَوْا۟,فدي,افْتَدَى,V
13,18,19,بِهِۦٓ,,,N
13,18,20,أُو۟لَٰٓئِكَ,,ذا,N
13,18,21,لَهُمْ,,,N
13,18,22,سُوٓءُ,سوأ,سُوء,N
13,18,23,ٱلْحِسَابِ,حسب,حِساب,N
13,18,24,وَمَأْوَىٰهُمْ,أوي,مَأْوَى,N
13,18,25,جَهَنَّمُ,,جَهَنَّم,N
13,18,26,وَبِئْسَ,بأس,بِئْسَ,V
13,18,27,ٱلْمِهَادُ,مهد,مِهاد,N
